Gender,Gendet_text,Race,Race_text,Education,Reationshship Status,Relationship_text,Employment,Employment_text,Age,Religion,Household,Siblings,A1,E1,P1,N1,A2,H1,M1,R1,M2,E2,Lon,H2,P2,N2,A3,N3,E3,H3,R2,M3,R3,P3,hap,PANAS_1,PANAS_2,PANAS_3,PANAS_4,PANAS_5,PANAS_6,PANAS_7,PANAS_8,PANAS_9,PANAS_10,PANAS_11,PANAS_12,PANAS_13,SWL_1,SWL_2,SWL_3,SWL_4,SWL_5,big5_1,big5_2,big5_3,big5_4,big5_5,big5_6,big5_7,big5_8,big5_9,big5_10,big5_11,big5_12,big5_13,big5_14,big5_15,Q44
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,Single,,Full time,,53,,1,1,3,7,5,3,3,4,4,7,4,7,6,4,5,5,6,3,7,5,6,4,2,4,4,3,3,4,2,2,3,3,3,3,2,3,1,2,1,1,2,2,1,1,4,4,2,5,2,1,4,2,5,2,4,4,2,5,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Full time,,62, Much,2,1,10,9,9,0,9,9,10,10,10,10,0,9,10,1,9,1,10,9,10,10,8,10,9,5,1,4,2,4,5,2,5,1,2,5,1,5,5,4,5,6,6,2,5,4,1,3,5,1,1,1,1,5,5,5,5,5,none
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,"Professional degree (JD, MD)",Single,,Retired,,68,Somewhat,1,1,7,8,7,3,7,8,6,9,8,6,2,8,9,1,9,1,8,8,8,8,7,8,8,4,2,4,2,4,4,2,4,1,1,3,1,4,5,5,6,6,2,2,5,2,3,5,3,1,4,1,2,3,5,4,3,3,
Male,,"Hispanic, Latino, Spanish Origin  (e.g. Mexican Mexican American, Puerto Rican Cuba, Salvadoran, Dominican, Columbian)",,Doctoral degree,In a relationship,,Part time,,49,,2,3,7,5,5,3,7,7,6,6,6,7,9,5,8,1,7,2,8,5,6,5,5,6,7,4,2,3,2,3,3,1,4,2,2,3,1,3,3,4,4,5,2,5,4,3,3,3,2,1,4,1,2,2,4,4,3,3,
Male,,"Hispanic, Latino, Spanish Origin  (e.g. Mexican Mexican American, Puerto Rican Cuba, Salvadoran, Dominican, Columbian)",,Some college but no degree,Single,,Student,,29,,2,1,10,10,10,0,9,9,10,10,10,10,0,5,10,0,10,0,5,9,10,0,10,10,9,5,1,5,1,5,4,1,5,1,1,4,1,5,7,6,7,6,6,3,3,1,1,5,5,3,1,1,1,5,5,5,5,4,no issues great survey
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Full time,,45,,3,3,7,8,9,1,8,5,8,9,8,8,0,5,9,1,8,1,6,6,10,9,8,8,9,5,2,5,2,3,5,2,5,2,1,5,1,5,6,5,6,6,3,1,5,2,1,5,4,4,2,1,1,4,5,5,5,5,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Full time,,24,Somewhat,2,2,5,7,5,6,6,4,5,9,3,4,7,2,5,4,7,5,7,3,6,6,4,5,5,4,4,4,4,2,3,3,4,4,2,3,3,3,3,3,4,3,3,5,4,4,4,2,1,3,4,4,3,2,4,3,2,2,"The font is way too small. I could zoom in, but I shouldn't have to. Maybe it's just on my end though."
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Retired,,71,Prefer not to answer,1,5,5,6,4,8,7,5,7,7,4,4,7,4,5,2,7,7,7,5,5,5,5,4,5,3,4,3,3,3,3,3,3,4,4,3,3,2,5,5,5,5,2,4,4,4,5,4,2,2,4,4,4,2,4,4,2,2,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Retired,,63, Much,1,2,8,9,8,2,8,8,8,9,8,8,2,7,9,1,9,2,9,7,9,9,9,8,9,4,2,4,2,3,4,2,4,2,2,4,2,4,6,6,6,6,6,3,5,3,2,5,2,1,3,2,1,3,4,4,3,5,"The survey asked this question: ""Besides you, how many family members live in the same house as you?"" If someone lives alone, the correct response would have been ""0"" ... but, the choices started with ""1"" and went to ""more than 10."" So, perhaps it would have been more correct to say, ""INCLUDING you, how many family members live in the same house as you?"" ... ? Thank you flistening."
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,In a relationship,,Retired,,74,Somewhat,1,1,9,10,8,1,10,3,9,10,9,9,0,4,9,1,10,0,10,4,9,9,9,9,9,5,1,5,1,5,5,1,5,1,1,4,1,4,3,3,6,7,1,1,5,1,2,5,5,1,1,1,1,5,5,5,5,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,Single,,Full time,,56,,1,3,7,9,8,9,7,5,8,7,8,6,7,5,8,3,8,8,8,7,4,7,7,6,5,3,2,4,2,4,4,2,3,4,2,3,3,3,3,3,2,5,3,5,5,4,5,4,2,1,3,2,2,3,4,5,1,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,Single,,Part time,,23,Somewhat,4,2,1,4,3,8,3,3,1,4,3,2,9,1,2,3,3,9,3,2,1,1,1,0,1,3,4,3,3,2,2,4,2,5,3,3,3,1,2,2,2,2,1,2,4,4,4,4,2,2,5,4,3,2,3,3,1,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Part time,,22,,1,1,8,7,2,3,9,9,9,6,7,3,1,9,6,2,9,4,3,10,8,7,6,5,6,4,3,4,3,3,4,3,4,3,2,2,1,4,3,4,3,4,3,4,2,5,4,1,5,2,5,4,5,2,1,5,3,4,There's no option f0 siblings.
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),In a relationship,,Full time,,43,Somewhat,2,1,3,7,3,8,6,5,4,2,4,4,7,5,2,8,3,8,7,5,2,3,4,3,2,2,4,3,4,3,2,3,2,4,3,2,4,2,3,3,2,3,2,4,4,2,5,5,2,3,3,5,1,2,2,3,2,5,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,28,,1,2,8,8,4,7,6,3,6,7,6,7,6,3,5,3,8,6,8,3,6,5,7,6,5,3,4,3,4,3,3,4,3,4,4,3,3,4,4,5,5,5,1,4,4,2,4,3,3,2,2,4,2,3,3,4,3,3,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Full time,,27,,1,1,2,1,1,4,5,4,0,1,1,0,9,2,1,1,9,8,2,4,0,0,0,3,1,2,4,2,4,2,2,3,2,4,2,2,2,2,1,1,1,1,1,5,3,4,3,2,1,4,4,5,5,1,2,4,4,1,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Doctoral degree,In a relationship,,Full time,,55, Much,3,3,6,5,7,8,6,1,4,1,3,4,8,1,7,6,7,4,6,1,1,6,3,3,2,4,2,4,1,4,4,2,4,3,1,4,3,3,4,2,1,3,7,4,4,2,5,4,5,2,3,4,4,3,4,5,5,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Student,,23,Somewhat,1,1,8,5,1,5,10,8,6,6,5,2,8,8,2,1,10,6,4,8,3,9,2,7,5,3,4,2,3,2,2,3,2,4,2,2,2,3,5,3,3,2,2,1,5,1,5,4,4,1,2,4,2,5,4,5,1,2,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),In a relationship,,Retired,,63,,1,3,3,5,5,4,5,0,5,5,6,5,0,2,5,5,10,6,6,0,10,3,5,5,4,3,3,3,3,3,2,3,3,3,1,2,3,3,1,1,1,1,1,5,4,2,5,3,2,3,3,3,3,1,3,4,1,2,
Female,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Some college but no degree,In a relationship,,Part time,,52, Much,2,3,7,8,8,3,9,6,10,8,7,9,7,4,8,2,10,3,9,5,7,9,5,9,8,4,2,5,1,4,4,2,5,1,1,4,2,4,2,4,4,5,1,4,4,1,1,5,1,2,1,3,3,3,3,5,4,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,High school graduate (high school diploma equivalent including GED),In a relationship,,Part time,,49,Somewhat,3,4,5,7,8,3,5,5,7,6,7,6,3,6,6,3,8,3,6,5,7,6,8,7,7,4,2,4,2,3,3,2,4,2,1,4,2,4,3,3,6,6,4,5,5,2,4,3,2,1,2,2,3,3,4,4,3,2,N/A
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,32,Somewhat,1,1,7,7,3,8,8,7,4,6,3,6,4,6,6,1,8,8,7,7,4,4,6,6,3,3,4,3,3,3,2,3,2,4,4,2,2,2,2,3,3,3,2,4,5,2,5,4,2,2,2,4,2,2,4,4,4,4,
Male,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Master's degree,Single,,Full time,,37,Somewhat,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,3,10,10,10,10,0,10,10,5,1,5,1,5,5,1,5,1,1,5,3,5,5,7,7,5,7,5,5,1,2,5,5,1,1,2,3,5,5,5,5,5,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French),Hispanic, Latino, Spanish Origin  (e.g. Mexican Mexican American, Puerto Rican Cuba, Salvadoran, Dominican, Columbian)",,Bachelor's degree in college (4year),In a relationship,,Full time,,54, Much,3,1,8,9,7,1,9,8,8,10,10,9,0,8,10,2,10,3,9,8,10,8,10,8,9,4,1,5,1,3,4,1,5,1,1,3,1,4,5,6,6,5,4,4,5,1,1,5,4,1,1,1,1,4,4,5,5,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,Single,,Retired,,66,,1,1,6,6,4,6,6,7,6,6,6,8,5,3,6,2,10,4,7,7,4,6,4,6,5,4,2,3,2,4,4,2,3,2,1,2,1,4,3,3,3,2,1,2,4,2,4,5,5,2,4,2,1,2,3,4,3,5,
Male,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,High school graduate (high school diploma equivalent including GED),In a relationship,,Unemployed,,52, Much,1,6,2,8,5,4,4,2,3,3,1,5,7,2,5,6,7,6,9,3,5,3,2,4,1,3,3,3,3,3,3,3,3,3,2,4,3,4,1,2,2,1,1,5,4,3,4,3,3,4,3,2,2,3,3,4,3,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,"Other, please specify",married,Retired,,73,Somewhat,1,3,9,8,8,3,8,7,9,6,9,8,3,7,9,4,10,2,8,7,8,8,8,8,8,4,2,5,1,5,5,1,5,1,1,4,1,4,6,6,6,6,6,2,4,2,1,4,5,3,2,1,1,4,4,5,5,5,none thanks
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,32,Somewhat,3,1,7,8,9,1,5,6,7,8,8,9,0,6,9,1,10,1,2,5,8,7,7,9,8,5,2,4,1,3,5,2,5,1,2,4,2,5,5,6,5,6,4,2,4,1,2,1,2,2,1,1,2,4,4,5,2,4,None
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Student,,25,,1,1,6,6,5,8,6,4,5,8,5,6,8,0,4,2,8,3,7,6,6,7,3,4,4,2,4,3,4,3,2,4,1,3,1,1,2,1,1,2,2,2,2,5,5,4,4,3,4,4,1,4,1,2,3,5,4,2,Im 90% sure one of the words was suppose to be heart and not hear in one of the sections 
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Full time,,24, Much,1,3,7,8,8,6,7,8,8,7,9,8,5,7,7,4,8,5,4,8,8,8,8,7,9,4,2,4,2,4,4,2,4,3,3,4,2,4,5,5,5,5,5,4,4,2,5,5,2,2,4,4,2,4,2,4,4,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Retired,,57,,1,3,8,5,4,2,9,10,0,8,3,3,2,9,7,4,10,4,8,10,8,0,8,7,6,3,3,3,2,3,4,2,3,2,1,2,3,4,5,6,6,6,5,4,5,1,2,4,3,2,2,2,1,4,4,5,5,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,"Other, please specify",married,Selfemployed,,42, Much,3,3,7,9,7,4,7,9,9,8,9,8,1,8,8,2,9,2,6,8,10,10,9,9,8,4,2,4,2,4,4,2,4,2,1,3,2,4,6,5,6,6,5,4,5,2,4,3,2,2,4,1,2,3,2,4,2,2,n/a
Male,,"Asian  (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese)",,Doctoral degree,Single,,Selfemployed,,63,Somewhat,1,1,8,9,8,1,8,9,9,8,9,9,1,9,8,1,9,1,9,9,9,9,9,9,8,4,1,4,1,4,4,1,4,1,1,4,1,4,6,6,6,6,2,1,5,1,1,1,3,1,1,1,1,5,4,5,5,4,"The survey is clear and worked well without any technical problems.  One survey question asked about the number of family members living in the same house (house should be home dwelling, because not everyone lives in a house) as you.  A response option that is missing fthis question is 0.  There are participants, such as myself, who live alone with no family members.  The response option that I selected was 1, which is an incorrect answer.  A second survey question asked how many siblings do you have.  A response option that is missing fthis question is 0. There are some participants who do not have any siblings."
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),In a relationship,,Full time,,64,Somewhat,1,4,7,8,7,9,8,6,8,3,9,7,7,5,7,7,10,7,8,7,6,8,5,8,6,3,3,3,3,3,3,2,3,4,4,3,3,3,6,5,5,6,5,4,5,1,5,5,4,3,3,4,3,3,4,5,2,5,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,High school graduate (high school diploma equivalent including GED),In a relationship,,Part time,,63,Somewhat,1,3,9,8,7,1,9,2,10,10,10,9,0,1,9,1,10,2,8,2,10,10,10,9,9,4,2,5,1,3,5,1,5,1,1,3,1,5,6,6,7,7,7,4,5,1,1,3,2,1,1,1,3,2,4,5,5,3,thank you
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Full time,,36,,1,2,8,8,7,2,7,7,8,9,9,8,6,6,7,2,8,2,9,7,7,9,5,7,8,4,2,4,3,3,4,1,4,2,1,4,2,4,6,6,6,5,3,2,4,2,2,5,4,2,3,2,1,4,4,4,5,5,"""How many people other than yourself live in your house?"" There was no option fzero ""I live by myself"""
Female,,"White  (e.g German, Irish, English, Italian, Polish, French),Hispanic, Latino, Spanish Origin  (e.g. Mexican Mexican American, Puerto Rican Cuba, Salvadoran, Dominican, Columbian)",,High school graduate (high school diploma equivalent including GED),Single,,Full time,,54, Much,2,4,6,10,4,6,7,7,10,7,8,7,1,6,7,5,10,3,9,7,3,9,6,5,8,3,2,4,1,3,3,2,3,1,1,2,2,3,2,2,2,2,3,4,4,1,4,4,4,1,1,1,1,4,4,4,4,4,God Bless You
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,High school graduate (high school diploma equivalent including GED),Single,,Unemployed,,33,Somewhat,1,3,0,3,1,9,0,3,0,3,1,1,10,1,1,4,2,7,1,5,0,0,0,0,0,1,5,1,5,2,2,4,1,3,4,1,2,1,1,1,1,1,1,2,4,4,5,5,4,3,5,5,1,2,3,3,2,5,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,29,Somewhat,2,2,5,8,7,6,6,7,7,5,7,5,3,8,7,5,8,4,6,7,8,8,7,8,8,3,3,4,2,4,4,2,4,3,2,3,3,4,6,6,7,6,5,4,2,2,2,4,4,1,2,3,3,2,2,4,4,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Doctoral degree,In a relationship,,Full time,,40,,2,1,6,6,3,7,8,5,6,5,6,6,4,4,4,3,7,5,5,5,5,6,5,5,3,3,3,3,3,1,4,3,2,2,2,2,3,2,2,2,2,2,3,4,4,3,5,3,4,3,3,2,2,2,2,4,2,3,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),In a relationship,,Full time,,29,,1,5,6,3,2,4,6,3,2,3,3,1,4,2,2,2,6,6,4,3,5,3,3,3,2,3,3,2,4,2,2,4,2,3,1,1,1,1,3,2,4,2,2,4,2,1,4,3,2,2,4,4,2,2,2,5,3,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Selfemployed,,41,,2,1,2,7,2,8,4,6,2,6,1,4,8,4,5,7,8,7,4,7,4,1,1,6,4,4,3,3,2,1,3,3,3,4,1,2,3,4,2,5,3,3,2,4,4,4,5,4,1,2,5,4,1,1,4,4,2,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Unemployed,,32,,1,2,4,2,6,7,5,6,2,7,4,3,6,7,5,6,7,6,2,8,8,1,6,3,5,2,4,2,4,3,2,4,2,4,2,2,4,2,3,3,3,4,2,5,4,3,3,3,2,2,3,3,4,3,4,5,4,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Full time,,43,,1,2,8,8,8,5,7,9,8,10,10,10,9,9,9,1,7,1,9,9,10,9,10,9,9,4,2,3,2,4,5,2,4,2,3,4,1,4,6,6,6,5,4,4,5,5,2,3,2,2,4,2,2,4,5,5,4,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,27,Somewhat,1,4,8,5,9,2,6,7,9,7,8,8,1,7,8,1,8,2,5,7,10,8,9,7,9,4,2,4,2,3,4,2,4,4,2,4,2,4,6,7,7,6,5,4,4,2,2,3,3,2,3,1,2,3,4,4,5,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French),Hispanic, Latino, Spanish Origin  (e.g. Mexican Mexican American, Puerto Rican Cuba, Salvadoran, Dominican, Columbian)",,Some college but no degree,Single,,Unemployed,,22,,5,3,4,7,6,7,7,7,7,7,7,7,8,6,7,4,7,5,7,7,7,7,7,7,5,4,2,4,2,4,4,2,4,2,2,4,2,4,5,5,5,5,5,4,4,4,4,4,1,1,4,4,1,1,1,4,1,4,
Transgender,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Some college but no degree,In a relationship,,Student,,25,,1,2,7,7,4,9,6,5,5,5,5,7,6,3,4,3,6,8,7,2,7,6,6,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,4,2,5,5,1,2,3,4,2,1,2,4,3,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,Single,,Unemployed,,36,,2,1,2,8,2,9,2,2,0,2,1,2,8,1,5,3,6,7,9,2,6,1,1,3,1,3,4,2,2,2,3,4,2,4,3,2,3,1,1,3,1,1,1,5,4,3,5,5,2,2,4,5,2,2,4,4,1,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,"Other, please specify",divorced,Retired,,66, Much,1,3,10,9,9,1,9,9,10,10,10,10,0,9,10,0,10,0,10,9,10,10,10,10,10,5,2,5,1,4,5,1,5,1,1,4,2,5,6,6,6,6,5,4,5,1,1,5,3,1,1,1,1,5,5,5,5,5,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Full time,,44, Much,2,1,6,7,3,7,7,5,7,7,7,8,3,3,4,6,6,6,4,5,6,6,6,6,4,3,3,3,3,2,3,2,4,3,2,1,1,3,3,5,2,3,1,2,3,2,4,4,3,4,1,5,2,4,2,4,4,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),"Other, please specify",Widowed ,Retired,,71, Much,1,3,9,10,10,2,9,9,10,10,10,10,1,9,10,1,9,2,10,10,10,9,10,10,10,5,1,5,1,5,5,1,5,1,1,5,1,5,6,6,6,6,6,4,5,1,2,5,4,1,1,1,1,5,5,5,5,5,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Selfemployed,,27,,2,8,3,1,1,8,4,6,0,8,0,1,8,2,1,3,5,9,1,6,2,0,1,0,2,2,4,2,4,2,2,4,2,4,2,2,3,1,1,4,1,1,1,5,2,2,5,1,1,3,5,5,4,1,2,5,2,1,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,Single,,Full time,,40, Much,1,1,4,7,2,4,6,2,4,9,6,5,2,2,2,3,5,4,8,2,9,4,8,3,2,3,3,3,3,2,3,2,2,3,1,2,2,2,1,2,2,4,2,3,4,1,2,5,4,1,1,3,1,2,2,5,4,5,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,Single,,Student,,24,Somewhat,1,2,6,8,5,6,5,6,5,7,6,6,6,6,6,4,7,5,9,7,5,6,5,6,6,3,3,3,3,3,3,3,3,3,2,3,2,3,5,3,5,4,6,4,4,2,2,4,3,2,4,2,2,2,3,4,4,4,
Female,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Master's degree,In a relationship,,Full time,,36, Much,3,3,8,9,10,3,8,1,10,3,10,10,2,10,10,1,10,1,1,10,10,10,10,9,10,5,1,5,1,4,4,1,5,2,1,5,2,5,6,6,7,7,6,4,5,2,3,4,4,3,2,3,2,4,4,4,4,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,High school graduate (high school diploma equivalent including GED),Single,,Unemployed,,30,,1,1,2,5,0,5,2,2,1,0,2,1,10,2,2,8,2,7,4,2,0,0,1,3,0,2,4,2,4,3,2,3,1,3,2,1,3,3,1,1,1,4,4,5,3,2,3,1,4,4,4,5,3,2,1,3,2,5,
Male,,"Hispanic, Latino, Spanish Origin  (e.g. Mexican Mexican American, Puerto Rican Cuba, Salvadoran, Dominican, Columbian)",,Bachelor's degree in college (4year),In a relationship,,Full time,,30,,2,3,8,6,8,2,7,9,7,7,6,9,1,8,9,2,10,1,6,8,8,8,7,8,9,4,2,4,1,3,4,1,5,1,1,3,2,4,6,7,5,7,7,4,5,1,2,4,2,1,1,1,1,4,3,5,5,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French),Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Some college but no degree,In a relationship,,Selfemployed,,47,Somewhat,2,1,2,1,1,3,2,5,5,1,8,7,10,1,1,4,1,10,3,7,0,3,0,0,0,2,4,1,4,3,3,4,1,5,2,1,2,1,1,1,1,1,1,2,1,2,3,5,2,3,2,4,1,3,1,2,3,4,Good luck with your research!
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Part time,,36,,1,1,3,9,6,8,4,6,1,6,2,8,8,3,6,2,8,7,9,5,4,3,2,5,4,3,2,3,1,4,4,1,3,3,1,3,1,2,1,2,1,1,1,4,5,5,5,5,2,1,5,4,1,4,4,4,5,5,
Male,,"Hispanic, Latino, Spanish Origin  (e.g. Mexican Mexican American, Puerto Rican Cuba, Salvadoran, Dominican, Columbian)",,Bachelor's degree in college (4year),Single,,Unemployed,,23,,3,1,6,8,4,2,4,4,3,6,5,6,7,4,4,3,5,6,7,5,6,4,3,3,4,3,3,3,2,2,2,2,3,4,1,2,2,1,1,3,1,2,1,3,5,2,4,4,3,3,2,4,1,2,3,5,3,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Retired,,67,,1,2,0,2,0,5,0,5,0,0,5,5,0,3,0,5,9,5,0,5,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,3,2,3,1,3,1,4,4,5,1,3,5,3,3,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,In a relationship,,Full time,,40,,2,4,6,5,6,1,7,8,5,4,6,7,6,6,6,5,8,4,8,7,4,5,3,3,6,4,3,4,3,4,3,3,3,3,2,4,4,2,3,4,3,4,2,4,2,1,1,4,3,4,2,2,3,3,5,5,5,4,
Male,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Some college but no degree,In a relationship,,Student,,22,Somewhat,4,3,6,7,5,6,7,6,6,4,7,7,3,4,6,5,5,5,6,6,6,5,6,5,6,3,2,3,3,3,3,3,3,3,3,3,2,4,5,5,5,4,3,1,4,4,4,4,3,4,4,2,2,4,3,4,4,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,High school graduate (high school diploma equivalent including GED),Single,,Unemployed,,20,,2,5,2,10,5,5,0,6,0,0,0,5,10,5,5,4,5,7,10,7,0,0,0,0,5,3,3,2,4,1,3,1,3,4,1,4,2,2,1,4,1,1,1,5,5,5,5,4,1,5,5,3,3,5,1,3,2,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,In a relationship,,Part time,,25, Much,More than 10,3,8,8,7,6,6,6,5,8,6,7,6,5,7,3,6,4,8,7,6,5,5,6,6,4,3,4,3,4,4,3,4,4,2,3,3,3,5,4,5,5,5,4,4,2,2,4,3,2,2,2,2,4,4,5,4,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),In a relationship,,Retired,,59,Somewhat,1,1,9,8,8,1,9,8,8,10,9,9,0,7,9,0,10,0,9,6,10,10,9,9,9,4,1,5,1,4,5,1,4,1,1,4,1,4,6,5,6,7,6,4,5,1,2,3,4,1,4,1,2,4,4,5,5,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Retired,,79, Much,1,1,2,4,4,1,3,10,1,8,2,1,5,9,7,1,9,1,3,9,4,1,5,5,5,4,2,3,3,3,4,3,3,2,1,3,1,3,2,5,3,3,2,5,5,4,1,5,1,3,2,3,2,2,4,4,4,4,
Male,,"Asian  (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese)",,Bachelor's degree in college (4year),In a relationship,,Selfemployed,,44,Somewhat,1,4,7,9,7,3,7,7,7,9,9,7,4,8,6,2,10,2,10,8,8,8,7,8,7,4,1,4,2,3,4,1,4,1,1,3,1,4,5,6,6,7,5,4,4,4,2,2,3,3,3,2,2,3,4,4,4,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,In a relationship,,Full time,,25,,1,1,8,8,7,8,7,6,7,7,10,8,10,4,6,4,6,6,8,7,6,6,3,7,7,4,3,4,3,4,4,3,4,3,3,3,3,4,5,3,3,5,1,5,4,2,4,5,2,2,4,4,4,2,3,4,4,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,High school graduate (high school diploma equivalent including GED),Single,,Selfemployed,,61,Somewhat,1,2,9,6,6,4,9,8,9,9,9,8,2,8,8,2,10,1,1,8,8,9,8,8,8,4,2,4,2,3,4,2,4,2,2,3,2,4,2,2,5,5,2,1,5,1,2,5,3,2,2,1,3,4,1,4,5,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Full time,,48,Somewhat,1,1,9,5,5,1,8,9,9,6,9,9,5,9,8,1,10,1,6,9,5,7,5,9,8,4,1,4,1,4,4,1,3,3,1,3,1,5,3,3,3,4,5,2,5,1,2,5,5,1,2,2,2,5,3,5,5,5,
Male,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Some college but no degree,Single,,Student,,24,,3,1,6,8,4,6,6,7,4,4,4,4,3,5,5,6,9,5,7,5,3,7,3,5,4,4,4,3,4,2,3,3,3,3,2,2,4,3,3,3,2,2,1,5,2,1,1,4,4,4,1,4,4,2,1,5,4,4,
